years_experience,position,skills,location,market_salary,final_salary
13,Lead,"['AWS', 'GitHub Actions', 'Java', 'Kotlin', 'MLOps', 'MySQL', 'Power BI']",Mumbai,5702000,6099000
13,Director,"['AWS', 'Excel', 'Microservices', 'MongoDB', 'Terraform']",Bangalore,6787000,6425000
16,Lead,"['AWS', 'Bootstrap', 'CSS', 'Firebase', 'HTML', 'MongoDB', 'Python', 'SQL', 'Testing', 'iOS Development']",Bangalore,5772000,5368000
2,Junior,"['Azure', 'Python', 'Redis']",Delhi,936000,1065000
2,Senior,"['Android Development', 'JavaScript', 'LangChain', 'MongoDB', 'Nginx', 'Pandas', 'Terraform']",Chennai,2140000,2443000
19,Director,"['C++', 'DynamoDB', 'Machine Learning', 'SQL', 'TensorFlow']",Bangalore,7423000,7847000
5,Mid,"['Angular', 'Generative AI', 'Node.js', 'Python', 'RAG', 'SQL', 'TensorFlow']",Noida,2196000,2696000
19,Director,"['CI/CD', 'Hadoop', 'Python', 'SQL']",Noida,7398000,7594000
4,Junior,"['Next.js', 'Python', 'RAG', 'SQL']",Bangalore,1435000,1373000
12,Manager,"['Docker', 'Excel', 'Next.js', 'PyTorch', 'Python', 'SQL']",Remote,4148000,4658000
14,Senior,"['Firebase', 'Machine Learning', 'OpenAI API', 'Python', 'SQL', 'System Design']",Pune,3059000,2758000
17,Director,"['Azure', 'FastAPI', 'LangGraph', 'MySQL', 'Python', 'SQL']",Delhi,8269000,6615000
8,Senior,"['CSS', 'DynamoDB', 'GraphQL', 'MongoDB', 'NumPy', 'Terraform']",Bangalore,3248000,3520000
17,Lead,"['Android Development', 'Data Science', 'Flutter', 'Java', 'Python', 'Vue.js']",Hyderabad,5103000,5229000
11,Senior,"['API Design', 'AWS', 'CSS', 'GitHub Actions', 'Rust', 'System Design', 'iOS Development']",Pune,2884000,2860000
9,Senior,"['AWS', 'CSS', 'Django', 'ETL', 'MySQL', 'Power BI', 'Python', 'SQL', 'Statistics']",Remote,2831000,2848000
13,Manager,"['MLOps', 'PyTorch', 'Python', 'Spark']",Pune,4005000,3893000
11,Senior,"['Azure', 'Flutter', 'GitHub Actions', 'LangChain', 'PyTorch', 'REST API', 'Rust', 'SQL', 'Vue.js']",Pune,3037000,3048000
16,Lead,"['Excel', 'FastAPI', 'JavaScript', 'MLOps', 'Next.js', 'Power BI', 'Python', 'Rust']",Noida,4897000,3958000
6,Senior,"['Bootstrap', 'CI/CD', 'Data Analysis', 'NumPy', 'Power BI', 'Python', 'SQL']",Mumbai,3083000,3430000
2,Mid,"['CSS', 'Computer Vision', 'Kubernetes', 'MLOps', 'MySQL', 'Python']",Bangalore,1922000,1952000
13,Lead,"['Dart', 'Data Pipelines', 'GitHub Actions', 'Groq API', 'Machine Learning', 'MongoDB', 'Python', 'Scikit-learn']",Mumbai,5789000,6045000
13,Manager,"['Go', 'SQL', 'Spark', 'Swift', 'Vector Databases']",Delhi,5487000,6212000
9,Mid,"['Flutter', 'Go', 'Pandas', 'SQL']",Hyderabad,2143000,2610000
17,Mid,"['Python', 'SQLite', 'Vue.js']",Pune,2272000,2343000
13,Director,"['Java', 'LangChain', 'OpenAI API', 'Python', 'Spark']",Remote,5865000,6007000
6,Mid,"['AWS', 'Dashboarding', 'Nginx', 'Python']",Hyderabad,1854000,1791000
8,Lead,"['AWS', 'Data Science', 'Express.js', 'GCP', 'Kafka', 'MLOps', 'SQL', 'Spark']",Gurgaon,4619000,4494000
6,Senior,"['Apache Spark', 'Go', 'React', 'Rust']",Pune,2342000,2303000
20,Manager,"['C', 'Data Analysis', 'ETL', 'Prompt Engineering', 'Python', 'Spark']",Delhi,5779000,5777000
20,Lead,"['Data Analysis', 'Machine Learning', 'Python', 'SQL', 'Testing']",Chennai,4702000,4769000
16,Director,"['Dashboarding', 'Go', 'PyTorch', 'Python', 'SQL', 'TypeScript']",Bangalore,7718000,7815000
15,Manager,"['AWS', 'Dart', 'Data Pipelines', 'GraphQL', 'Next.js', 'NumPy', 'OpenAI API', 'SQL']",Hyderabad,5690000,6756000
0,Junior,"['Express.js', 'GraphQL', 'Kotlin', 'React', 'SQL']",Hyderabad,635000,591000
5,Senior,"['Excel', 'Python', 'Spark', 'Statistics', 'Vue.js']",Pune,2211000,2471000
7,Lead,"['Firebase', 'GCP', 'Generative AI', 'LangGraph', 'Python', 'REST API']",Mumbai,4273000,4701000
15,Manager,"['Apache Spark', 'Django', 'Python', 'Tableau', 'TypeScript', 'iOS Development']",Bangalore,5165000,6159000
1,Junior,"['Python', 'SQL']",Chennai,758000,711000
11,Senior,"['Angular', 'Authentication', 'Django', 'Next.js', 'Python', 'React Native', 'SQL']",Hyderabad,3355000,3419000
7,Senior,"['Agile', 'Dashboarding', 'Go', 'HTML', 'Python', 'React Native', 'SQL']",Bangalore,3567000,3933000
6,Senior,"['Authentication', 'FAISS', 'HTML', 'Kafka', 'Python', 'SQL']",Delhi,3048000,3897000
16,Manager,"['Deep Learning', 'Kafka', 'Python', 'SQL']",Noida,6137000,5861000
19,Director,"['Agile', 'CSS', 'Dart', 'Excel', 'FAISS', 'Kafka', 'Spring Boot', 'Swift']",Delhi,7724000,8002000
8,Mid,"['Azure', 'Flutter', 'Generative AI', 'Python', 'SQL']",Pune,2047000,2040000
19,Lead,"['Apache Spark', 'Deep Learning', 'FAISS', 'MLOps', 'Prompt Engineering', 'React Native', 'SQL', 'Scikit-learn', 'Swift', 'TypeScript']",Delhi,5544000,5910000
2,Mid,"['API Design', 'AWS', 'Bootstrap', 'Kubernetes', 'Machine Learning', 'Python', 'Redis']",Pune,1353000,1661000
16,Lead,"['Angular', 'Data Pipelines', 'Deep Learning', 'GraphQL', 'MongoDB', 'Pandas', 'Python', 'React', 'Spark']",Bangalore,5203000,5185000
5,Senior,"['API Design', 'Flutter', 'Kafka', 'LangGraph', 'NLP', 'Python', 'SQL', 'TensorFlow']",Noida,2898000,3155000
2,Senior,"['AWS', 'Docker', 'Express.js', 'JavaScript', 'Python', 'Spark']",Chennai,2384000,2821000
5,Senior,"['Azure', 'Data Pipelines', 'Docker', 'ETL', 'Go', 'MongoDB', 'Python', 'Tableau']",Delhi,3134000,3376000
10,Lead,"['Bootstrap', 'GitHub Actions', 'Groq API', 'Python', 'SQL', 'Swift']",Bangalore,4537000,4653000
4,Junior,"['Next.js', 'Terraform']",Mumbai,1297000,1233000
16,Lead,"['Java', 'Kafka', 'Microservices', 'Power BI', 'Python', 'Redis', 'SQL']",Bangalore,5190000,5501000
16,Senior,"['Excel', 'JavaScript', 'Prompt Engineering', 'Python', 'SQL']",Remote,3495000,3644000
0,Junior,"['Groq API', 'Python', 'SQL', 'Tableau']",Pune,596000,622000
0,Junior,"['NLP', 'Python', 'SQL']",Pune,574000,579000
3,Mid,"['Next.js', 'Python', 'SQL']",Delhi,1731000,1852000
6,Mid,"['Agile', 'Azure', 'Data Science', 'Deep Learning', 'SQL', 'System Design', 'Testing']",Bangalore,2204000,2276000
15,Mid,"['CSS', 'Machine Learning', 'Python', 'REST API', 'SQL', 'TypeScript', 'Vector Databases']",Bangalore,3260000,3146000
19,Manager,"['API Design', 'Dart', 'DynamoDB', 'NLP', 'OpenAI API', 'Python', 'RAG', 'SQL', 'Spring Boot']",Bangalore,5992000,6078000
17,Director,"['Azure', 'ETL', 'Groq API', 'Node.js', 'Python', 'SQL']",Gurgaon,8237000,9122000
4,Mid,"['Agile', 'Bootstrap', 'GitHub Actions', 'React Native', 'SQL', 'TypeScript', 'Vue.js']",Mumbai,1945000,1811000
3,Mid,"['Agile', 'Bootstrap', 'Kotlin', 'Microservices', 'MongoDB', 'Python', 'SQL']",Chennai,1430000,1405000
11,Senior,"['API Design', 'Android Development', 'Python', 'SQL']",Bangalore,3211000,3231000
15,Senior,"['Azure', 'Bootstrap', 'C', 'Docker', 'Python', 'RAG', 'SQL', 'Tableau']",Gurgaon,3520000,3634000
20,Director,"['Computer Vision', 'ETL', 'Firebase', 'Machine Learning', 'Python', 'System Design']",Delhi,7903000,8823000
7,Lead,"['AWS', 'FastAPI', 'Flutter', 'MLOps', 'MySQL', 'Rust', 'Scikit-learn', 'Spring Boot']",Mumbai,4186000,4208000
6,Senior,"['Bootstrap', 'Data Pipelines', 'Go', 'Java', 'Python', 'Scikit-learn']",Pune,2052000,2054000
6,Mid,"['Django', 'GitHub Actions', 'Rust', 'SQL']",Pune,1775000,1980000
5,Senior,"['Computer Vision', 'HTML', 'JavaScript', 'Kubernetes', 'Power BI', 'Python', 'System Design', 'iOS Development']",Bangalore,3450000,3373000
12,Manager,"['Pandas', 'Python', 'SQL', 'SQLite', 'Swift']",Noida,5377000,5201000
7,Senior,"['Dart', 'Kubernetes', 'Pandas', 'Power BI', 'Spark']",Delhi,3341000,3383000
14,Lead,"['Computer Vision', 'HTML', 'Hadoop', 'MLOps', 'Nginx', 'PyTorch', 'SQL', 'Statistics', 'Swift', 'System Design']",Mumbai,5607000,6431000
12,Lead,"['SQL', 'SQLite', 'Scikit-learn', 'Spark', 'Swift', 'System Design']",Remote,3899000,3725000
4,Mid,"['AWS', 'CI/CD', 'GitHub Actions', 'Python']",Delhi,2008000,1977000
0,Junior,"['Kotlin', 'Python']",Hyderabad,650000,602000
8,Manager,"['Apache Spark', 'Docker', 'DynamoDB', 'Generative AI', 'MySQL', 'Python', 'RAG', 'SQL']",Chennai,4494000,3659000
5,Lead,"['API Design', 'Angular', 'Django', 'DynamoDB', 'Python']",Mumbai,4056000,4053000
12,Lead,"['ETL', 'LangChain', 'MLOps', 'Python', 'REST API', 'Rust', 'SQL', 'TensorFlow']",Pune,3680000,3934000
10,Mid,"['Dashboarding', 'Generative AI', 'Go', 'Python', 'Redis']",Bangalore,2816000,2871000
20,Senior,"['API Design', 'Bootstrap', 'Go', 'Java', 'REST API', 'SQL', 'Statistics', 'System Design']",Mumbai,4162000,3954000
12,Mid,"['Data Pipelines', 'Deep Learning', 'Django']",Mumbai,2999000,3382000
14,Manager,"['Go', 'Groq API', 'JavaScript', 'Prompt Engineering', 'Python', 'SQL']",Mumbai,5578000,4883000
18,Senior,"['Data Analysis', 'Deep Learning', 'DynamoDB', 'Generative AI', 'Go', 'Hadoop', 'Kotlin', 'Python']",Bangalore,3960000,3665000
12,Senior,"['Kafka', 'LangChain', 'Machine Learning', 'MySQL', 'REST API', 'SQL', 'Tableau']",Bangalore,3749000,3772000
18,Senior,"['Deep Learning', 'Flutter', 'Microservices', 'Scikit-learn']",Mumbai,4245000,4234000
20,Manager,"['Generative AI', 'GraphQL', 'PostgreSQL', 'PyTorch', 'Python', 'REST API', 'Tableau']",Mumbai,6312000,6860000
0,Junior,"['Excel', 'Firebase', 'Python', 'SQL', 'Scikit-learn']",Bangalore,831000,892000
19,Director,"['Computer Vision', 'Node.js', 'Prompt Engineering', 'SQL']",Pune,6028000,5801000
15,Mid,"['Computer Vision', 'Pandas', 'RAG', 'SQL']",Delhi,2904000,3076000
19,Manager,"['Authentication', 'Data Pipelines', 'GCP', 'Hadoop', 'LangChain', 'Python', 'Scikit-learn']",Hyderabad,5335000,4461000
11,Junior,"['Azure', 'Data Analysis', 'Data Pipelines', 'Kotlin', 'SQL']",Pune,1417000,1475000
7,Mid,"['Docker', 'GraphQL', 'SQL', 'SQLite', 'Spark', 'TensorFlow']",Chennai,1838000,1687000
1,Junior,"['PyTorch', 'SQL']",Delhi,713000,630000
2,Mid,"['Dashboarding', 'Data Pipelines', 'Python', 'SQL']",Bangalore,1743000,2038000
17,Director,"['Dart', 'Python', 'Rust', 'System Design', 'TensorFlow']",Mumbai,8468000,10274000
20,Director,"['Django', 'Express.js', 'GCP', 'JavaScript', 'Python', 'React Native']",Mumbai,7905000,6833000
2,Mid,"['API Design', 'Docker', 'HTML', 'Kafka', 'Kubernetes', 'Pandas', 'Vector Databases']",Pune,1487000,1521000
13,Director,"['API Design', 'SQL', 'System Design', 'TensorFlow']",Chennai,5427000,4197000
18,Manager,"['AWS', 'C++', 'Data Analysis', 'Firebase', 'Python', 'Rust', 'Scikit-learn']",Mumbai,5425000,5448000
0,Junior,"['API Design', 'FAISS', 'Power BI', 'Rust', 'SQL']",Bangalore,708000,750000
11,Director,"['Computer Vision', 'LangGraph', 'Python', 'React Native', 'SQL', 'Spark', 'iOS Development']",Pune,6333000,6525000
8,Manager,"['GraphQL', 'Kotlin', 'LangGraph', 'Python', 'Redis', 'SQL', 'Spring Boot']",Bangalore,4693000,5086000
8,Lead,"['AWS', 'MLOps', 'SQL', 'SQLite', 'Testing']",Chennai,3907000,3312000
0,Senior,"['AWS', 'Data Pipelines', 'Python', 'Scikit-learn', 'TypeScript', 'Vue.js']",Delhi,2307000,1866000
18,Manager,"['Groq API', 'Python', 'Redis', 'SQL']",Bangalore,6033000,6929000
7,Senior,"['Computer Vision', 'Docker', 'HTML', 'Nginx', 'Python', 'SQL']",Noida,3125000,3594000
14,Manager,"['AWS', 'Azure', 'Computer Vision', 'NumPy', 'Python', 'React Native', 'SQL']",Bangalore,5219000,3913000
0,Mid,"['Dashboarding', 'Generative AI', 'Python', 'React Native', 'iOS Development']",Mumbai,1303000,1321000
16,Lead,"['API Design', 'GitHub Actions', 'Go', 'MLOps', 'Python', 'Rust', 'TensorFlow']",Bangalore,5403000,5791000
15,Manager,"['AWS', 'Dashboarding', 'Data Science', 'NLP', 'Node.js', 'Power BI', 'Python', 'SQL']",Chennai,4520000,4617000
6,Senior,"['AWS', 'Azure', 'Dart', 'Groq API', 'Node.js', 'Pandas', 'Python']",Delhi,3349000,3902000
6,Senior,"['Android Development', 'ETL', 'Nginx', 'SQL', 'TensorFlow', 'iOS Development']",Chennai,2418000,2088000
0,Junior,"['SQL', 'Testing']",Bangalore,688000,613000
4,Junior,"['Azure', 'GitHub Actions', 'Python', 'SQL', 'TensorFlow']",Delhi,1238000,1094000
10,Lead,"['C++', 'GCP', 'GraphQL', 'Groq API', 'Kafka', 'MLOps', 'MySQL', 'Python', 'SQL', 'Statistics']",Chennai,4308000,4742000
18,Senior,"['AWS', 'CSS', 'Hadoop', 'PostgreSQL', 'Power BI', 'SQL']",Hyderabad,3769000,3124000
18,Senior,"['CI/CD', 'FAISS', 'GCP', 'GraphQL', 'Kafka', 'Python', 'RAG', 'SQL', 'TensorFlow']",Pune,3343000,3546000
15,Manager,"['Dashboarding', 'Flutter', 'JavaScript', 'OpenAI API', 'Python', 'REST API', 'SQL']",Remote,4536000,4637000
3,Mid,"['Apache Spark', 'Groq API', 'LLM']",Delhi,1712000,1827000
4,Junior,"['Bootstrap', 'Python', 'SQL']",Mumbai,1307000,1421000
19,Manager,"['CSS', 'DynamoDB', 'MLOps', 'Python', 'React', 'SQL', 'Tailwind CSS']",Bangalore,5434000,5759000
14,Manager,"['FAISS', 'HTML', 'LLM', 'MySQL', 'NumPy', 'Python', 'Tableau', 'Vector Databases']",Delhi,4827000,4985000
2,Mid,"['Authentication', 'Computer Vision', 'MySQL', 'React Native', 'SQL']",Mumbai,1612000,1564000
0,Junior,"['Bootstrap', 'Vector Databases']",Pune,514000,600000
15,Senior,"['Agile', 'Android Development', 'FastAPI', 'GCP', 'Generative AI', 'Redis', 'SQL', 'Terraform']",Remote,3262000,3515000
11,Senior,"['Agile', 'Dart', 'OpenAI API', 'Python', 'REST API', 'Rust']",Bangalore,3373000,4014000
18,Director,"['Computer Vision', 'Data Pipelines', 'Excel', 'MLOps', 'MongoDB', 'Nginx', 'OpenAI API']",Delhi,7858000,7964000
0,Junior,"['Kotlin', 'Python', 'SQL']",Bangalore,725000,715000
17,Director,"['Azure', 'ETL', 'Excel', 'Python', 'Spark']",Mumbai,8155000,9039000
20,Director,"['Authentication', 'Data Analysis', 'GCP', 'JavaScript', 'Rust', 'Spark']",Hyderabad,6552000,6411000
20,Lead,"['API Design', 'Computer Vision', 'DynamoDB', 'Python', 'React', 'Spark']",Mumbai,5598000,6706000
2,Mid,"['Angular', 'Dart', 'Data Pipelines', 'Deep Learning', 'Terraform', 'Vue.js']",Remote,1352000,1352000
20,Director,"['Agile', 'Apache Spark', 'Azure', 'React Native', 'SQL', 'Vue.js']",Noida,6388000,7365000
10,Senior,"['Agile', 'Firebase', 'Kotlin', 'Microservices', 'Next.js', 'Python', 'Rust', 'Vector Databases']",Bangalore,3837000,4019000
20,Senior,"['API Design', 'Firebase', 'Groq API', 'Kafka', 'Redis', 'SQL', 'SQLite']",Mumbai,4488000,4272000
1,Lead,"['C', 'CSS', 'ETL', 'GCP', 'Microservices', 'Pandas', 'Python', 'React Native', 'SQL', 'Statistics']",Delhi,3743000,3702000
7,Mid,"['Flutter', 'JavaScript', 'SQL']",Gurgaon,2344000,2446000
11,Senior,"['Apache Spark', 'Flutter', 'Redis', 'SQL']",Bangalore,4122000,3598000
14,Junior,"['Prompt Engineering', 'SQL']",Mumbai,2108000,2042000
12,Lead,"['Dart', 'Django', 'Flutter', 'Prompt Engineering', 'Python', 'Vue.js']",Noida,4300000,4531000
6,Mid,"['Android Development', 'Dashboarding', 'Nginx', 'Python']",Hyderabad,1836000,1938000
2,Mid,"['ETL', 'Python', 'Spark', 'Spring Boot']",Delhi,1592000,1935000
3,Mid,"['Flutter', 'Kubernetes', 'Machine Learning', 'Node.js', 'Python', 'React Native']",Remote,1493000,1529000
10,Senior,"['Data Science', 'GraphQL', 'MLOps', 'Nginx', 'Python', 'Scikit-learn', 'System Design']",Delhi,3738000,3682000
14,Manager,"['Android Development', 'Authentication', 'Data Analysis', 'JavaScript', 'LangGraph', 'React Native']",Delhi,5185000,5749000
2,Senior,"['Power BI', 'Python', 'SQL', 'Vue.js']",Delhi,2343000,2695000
15,Director,"['API Design', 'MongoDB', 'Power BI', 'PyTorch', 'System Design', 'Terraform']",Delhi,7203000,7708000
2,Mid,"['Angular', 'PostgreSQL', 'Python', 'Rust', 'SQL']",Chennai,1379000,1450000
13,Senior,"['Kubernetes', 'LangChain', 'LangGraph', 'Next.js', 'Node.js', 'NumPy', 'Spring Boot', 'Tailwind CSS']",Bangalore,4390000,3857000
16,Senior,"['Computer Vision', 'Docker', 'Go', 'HTML', 'Nginx', 'PostgreSQL', 'SQL', 'Vector Databases']",Mumbai,3995000,4124000
20,Lead,"['FAISS', 'Flutter', 'Java', 'Power BI', 'SQL', 'Spark']",Remote,4400000,4419000
11,Senior,"['Android Development', 'GraphQL', 'Prompt Engineering', 'Python']",Noida,3573000,3624000
19,Lead,"['Authentication', 'Bootstrap', 'Dart', 'Deep Learning', 'Express.js', 'HTML', 'Python', 'SQL', 'Spring Boot', 'Statistics']",Chennai,4539000,4655000
11,Lead,"['Kubernetes', 'Python', 'React', 'React Native', 'Rust', 'SQL', 'Terraform']",Gurgaon,5084000,4965000
5,Senior,"['Python', 'React Native', 'Rust', 'SQL', 'TensorFlow']",Mumbai,2884000,2800000
10,Mid,"['Kotlin', 'Python', 'SQL', 'Spark']",Mumbai,2790000,2799000
12,Lead,"['CI/CD', 'Data Science', 'DynamoDB', 'Groq API', 'LangGraph', 'Python', 'SQL', 'Statistics', 'System Design']",Mumbai,4613000,4538000
4,Mid,"['Java', 'Next.js', 'NumPy', 'Python', 'SQL']",Pune,1567000,1706000
10,Senior,"['Angular', 'Dart', 'Generative AI', 'MySQL', 'NLP', 'Python', 'System Design']",Delhi,3952000,4169000
12,Manager,"['Angular', 'C', 'C++', 'Python', 'Tailwind CSS']",Gurgaon,5959000,4588000
17,Lead,"['AWS', 'Dart', 'Django', 'DynamoDB', 'FAISS', 'NumPy', 'SQL', 'SQLite', 'System Design']",Hyderabad,4587000,5218000
17,Lead,"['ETL', 'JavaScript', 'MLOps', 'Machine Learning', 'NumPy', 'PostgreSQL', 'React Native', 'SQL', 'Terraform']",Bangalore,5755000,5508000
19,Manager,"['Angular', 'RAG', 'Redis', 'SQL']",Delhi,5344000,5423000
13,Mid,"['Docker', 'LangGraph', 'Python', 'SQL', 'iOS Development']",Delhi,2933000,3126000
2,Mid,"['Angular', 'CI/CD', 'Data Pipelines', 'MongoDB', 'SQL']",Bangalore,1718000,1683000
1,Mid,"['CSS', 'Java', 'Python', 'React Native']",Delhi,1371000,1381000
10,Junior,"['Computer Vision', 'SQL', 'SQLite']",Pune,1539000,1711000
7,Mid,"['FastAPI', 'MLOps', 'Prompt Engineering', 'Python', 'Vector Databases']",Chennai,1920000,2125000
20,Director,"['Deep Learning', 'GCP', 'PostgreSQL', 'Python', 'System Design', 'Tableau']",Bangalore,8196000,7896000
17,Director,"['FAISS', 'LangGraph', 'Microservices', 'Python', 'RAG', 'Redis']",Chennai,6206000,7016000
17,Manager,"['FastAPI', 'Go', 'Kafka', 'SQL', 'Tableau']",Delhi,5584000,5824000
11,Senior,"['Computer Vision', 'Groq API', 'Python', 'SQL', 'Spring Boot', 'Statistics', 'System Design', 'Tableau', 'Vue.js']",Chennai,3176000,3046000
5,Senior,"['C', 'Data Science', 'FAISS', 'Prompt Engineering', 'Python', 'REST API', 'React', 'SQL']",Mumbai,3483000,4109000
13,Director,"['CI/CD', 'Go', 'LangGraph', 'NLP', 'SQL', 'Spark', 'Swift']",Mumbai,6921000,7046000
16,Lead,"['CSS', 'ETL', 'Flutter', 'Go', 'Hadoop', 'NumPy', 'Rust', 'SQL', 'TensorFlow']",Pune,3514000,3544000
5,Mid,"['API Design', 'GraphQL', 'Pandas', 'Python', 'SQL']",Pune,1588000,1689000
16,Senior,"['Authentication', 'Data Analysis', 'Data Science', 'Express.js', 'Go', 'MLOps', 'Rust', 'SQL', 'Swift']",Chennai,3513000,3708000
17,Lead,"['Android Development', 'Angular', 'Firebase', 'GCP', 'MLOps', 'Python', 'Testing', 'Vue.js']",Delhi,4460000,4306000
1,Junior,"['GraphQL', 'Hadoop', 'Python', 'SQL', 'Scikit-learn']",Gurgaon,873000,872000
12,Senior,"['Prompt Engineering', 'Python', 'Rust', 'SQL']",Noida,3808000,4103000
2,Mid,"['Azure', 'CI/CD', 'LangChain', 'SQL', 'Testing']",Bangalore,1851000,1778000
1,Junior,"['Bootstrap', 'Dashboarding', 'Python', 'SQL', 'Spring Boot']",Hyderabad,830000,840000
9,Senior,"['Flutter', 'MongoDB', 'Python', 'Rust', 'Testing']",Pune,2727000,2553000
16,Lead,"['Authentication', 'Go', 'Python', 'SQL', 'Spark', 'System Design']",Delhi,5117000,5444000
18,Senior,"['Data Science', 'FastAPI', 'Python', 'Redis', 'Spark', 'Terraform']",Bangalore,4294000,4239000
0,Junior,"['Python', 'React', 'Redis', 'SQL']",Hyderabad,707000,701000
16,Lead,"['GitHub Actions', 'LLM', 'MySQL', 'Python', 'Tailwind CSS']",Bangalore,4563000,4321000
7,Senior,"['Dart', 'FastAPI', 'GraphQL', 'Python', 'RAG', 'Rust', 'TensorFlow']",Pune,2464000,2636000
9,Senior,"['Bootstrap', 'CI/CD', 'ETL', 'MLOps', 'Machine Learning', 'MySQL', 'NLP']",Pune,2852000,2947000
15,Lead,"['Firebase', 'Kafka', 'LangChain', 'Power BI', 'Prompt Engineering', 'SQLite']",Bangalore,5516000,5026000
11,Senior,"['Data Pipelines', 'Data Science', 'NLP', 'Python', 'React Native', 'Rust', 'TensorFlow']",Pune,2697000,2637000
16,Manager,"['CI/CD', 'GitHub Actions', 'JavaScript', 'Next.js', 'OpenAI API', 'Python', 'SQL']",Delhi,5572000,6015000
13,Manager,"['CSS', 'Kafka', 'Microservices', 'Python', 'Redis', 'SQL', 'SQLite', 'Scikit-learn']",Delhi,4922000,4575000
16,Director,"['Kotlin', 'Kubernetes', 'Nginx', 'PostgreSQL', 'Prompt Engineering', 'System Design', 'Testing']",Remote,6219000,5502000
11,Senior,"['Angular', 'Data Pipelines', 'MongoDB', 'OpenAI API', 'System Design']",Pune,2596000,2429000
11,Junior,"['Authentication', 'LangGraph', 'Python', 'SQL']",Noida,2100000,2063000
12,Manager,"['Agile', 'Dashboarding', 'Excel', 'Kafka', 'SQL', 'Spark']",Hyderabad,4642000,5251000
13,Lead,"['AWS', 'Agile', 'Computer Vision', 'Dart', 'FastAPI', 'Firebase', 'Python', 'Statistics']",Pune,3761000,4172000
8,Senior,"['Express.js', 'Kafka', 'Testing', 'Vue.js']",Hyderabad,2860000,2808000
13,Lead,"['API Design', 'AWS', 'C++', 'Computer Vision', 'Django', 'Firebase', 'SQL', 'Vue.js']",Pune,3585000,3873000
6,Lead,"['C', 'ETL', 'Node.js', 'Prompt Engineering', 'Python', 'Redis', 'SQL']",Delhi,4348000,4069000
18,Lead,"['API Design', 'CSS', 'Data Analysis', 'Express.js', 'Kubernetes', 'Python']",Delhi,4662000,4656000
14,Manager,"['FastAPI', 'Firebase', 'Java', 'MySQL', 'Power BI', 'Python', 'RAG', 'Terraform', 'Vector Databases']",Delhi,5959000,5711000
13,Lead,"['Bootstrap', 'Django', 'NLP', 'NumPy', 'Python']",Gurgaon,4314000,5487000
8,Senior,"['Groq API', 'LangChain', 'MLOps', 'OpenAI API', 'Python', 'RAG', 'SQL']",Hyderabad,3182000,2542000
14,Manager,"['C', 'Dart', 'GraphQL', 'Machine Learning', 'NLP', 'Python', 'SQL', 'Statistics', 'TensorFlow']",Hyderabad,5533000,5903000
8,Senior,"['AWS', 'Django', 'HTML', 'LLM', 'Node.js', 'Python', 'System Design', 'Terraform']",Delhi,3740000,3646000
17,Lead,"['Computer Vision', 'Django', 'Firebase', 'JavaScript', 'Python', 'RAG', 'System Design']",Bangalore,5271000,5826000
0,Mid,"['Dashboarding', 'Django', 'Docker', 'Python', 'SQL']",Bangalore,1408000,1449000
20,Director,"['C++', 'Generative AI', 'MLOps', 'Terraform']",Bangalore,8621000,7765000
13,Lead,"['Dart', 'Express.js', 'GCP', 'Kubernetes', 'Python', 'SQL', 'Statistics', 'TypeScript']",Mumbai,4978000,4942000
12,Senior,"['Authentication', 'CSS', 'GCP', 'Python', 'System Design']",Bangalore,3636000,3276000
7,Lead,"['Angular', 'Data Pipelines', 'Data Science', 'Django', 'JavaScript', 'NumPy', 'Python', 'RAG', 'Tableau']",Bangalore,4420000,4664000
4,Senior,"['Apache Spark', 'Azure', 'Dashboarding', 'DynamoDB', 'GraphQL', 'HTML', 'React Native', 'SQL', 'Tailwind CSS']",Chennai,2226000,2293000
8,Senior,"['Apache Spark', 'Azure', 'GCP', 'Nginx', 'NumPy', 'Python']",Pune,2184000,2210000
2,Mid,"['Agile', 'Docker', 'SQL']",Hyderabad,1384000,1312000
14,Mid,"['Dashboarding', 'Go', 'SQL', 'Swift']",Mumbai,2924000,2645000
0,Mid,"['Android Development', 'Hadoop', 'JavaScript', 'Kotlin', 'Python', 'SQL', 'Swift']",Noida,1148000,1203000
15,Lead,"['AWS', 'CSS', 'Machine Learning', 'OpenAI API', 'Redis', 'SQL', 'TensorFlow']",Delhi,4530000,4914000
17,Director,"['Authentication', 'Computer Vision', 'LLM', 'MLOps', 'Machine Learning', 'PostgreSQL', 'SQL', 'Terraform']",Chennai,6654000,7048000
6,Lead,"['Bootstrap', 'Dart', 'Data Analysis', 'Express.js', 'Kafka', 'LLM', 'Pandas', 'PyTorch', 'Python', 'SQL']",Delhi,4245000,4599000
7,Mid,"['LLM', 'PyTorch', 'SQL']",Noida,2024000,1679000
10,Director,"['C', 'Dashboarding', 'FAISS', 'Groq API', 'Power BI', 'Python', 'System Design']",Remote,6227000,6476000
15,Senior,"['Apache Spark', 'C', 'Data Analysis', 'Data Pipelines', 'Excel', 'JavaScript', 'Python', 'SQL']",Delhi,3751000,4206000
5,Lead,"['AWS', 'Data Analysis', 'FAISS', 'GitHub Actions', 'HTML', 'Kafka', 'MLOps', 'Python', 'Statistics']",Bangalore,4415000,5072000
13,Manager,"['Excel', 'GraphQL', 'LangGraph', 'Python', 'SQL', 'System Design', 'Tailwind CSS']",Delhi,4937000,6264000
